('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-12 09:01:44.836591', 1523538104836591467, 'Subject', 'sshd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:36.976028', 1523563356976028148, 'Subject', 'proxymap', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/proxymap', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.046026', 1523563357046025583, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.046026', 1523563357046025583, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.026029', 1523563357026029182, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.046026', 1523563357046025583, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:36.986026', 1523563356986026208, 'Subject', 'proxymap', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.026029', 1523563357026029182, 'Subject', 'proxymap', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.836039', 1523562760836039172, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.846040', 1523562760846040403, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/etc/nsswitch.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 08:58:05.126598', 1523537885126597569, 'Subject', 'proxymap', 'EVENT_CLOSE', 'File', '/etc/libmap.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.876038', 1523562760876038346, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/etc/group', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.256040', 1523563357256040401, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.186037', 1523563357186037485, 'Subject', 'trivial-rewrite', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/trivial-rewrite', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.386041', 1523562761386040899, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.236033', 1523563357236032860, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.256040', 1523563357256040401, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.226031', 1523563357226031499, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.326043', 1523562761326042524, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.356040', 1523562761356039666, 'Subject', 'trivial-rewrite', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.386041', 1523562761386040899, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.236033', 1523563357236032860, 'Subject', 'trivial-rewrite', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:55:09.936037', 1523562909936036730, 'Subject', 'top', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:08.946040', 1523562788946039625, 'Subject', 'top', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:00:00.076031', 1523563200076031049, 'Subject', 'newsyslog', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:00:00.076031', 1523563200076031049, 'Subject', 'newsyslog', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:54:10.506037', 1523562850506037281, 'Subject', 'date', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:50:08.336043', 1523562608336042597, 'Subject', 'date', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:09.526042', 1523562729526041912, 'Subject', 'date', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 13:18:44.036254', 1523553524036253606, 'Subject', 'ipop3d', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:54:10.686040', 1523562850686040306, 'Subject', 'lsof', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:52:42.036043', 1523562762036043293, 'Subject', 'local', 'EVENT_OPEN', 'File', '/var/mail/user', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:53:32.586042', 1523562812586042312, 'Subject', 'local', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:52:53.816040', 1523562773816039873, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:02:23.476596', 1523538143476596207, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/tmp/.31.29ad6', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:04:03.266589', 1523538243266588649, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/home/user/.pine-debug3', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:04:03.266589', 1523538243266588649, 'Subject', 'alpine', 'EVENT_CLOSE', 'File', '/var/mail/user', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:03:24.526589', 1523538204526589307, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/home/user/#pico15055#', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:02:26.276591', 1523538146276590746, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/home/user/.addressbook', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:02:23.386590', 1523538143386590230, 'Subject', 'alpine', 'EVENT_EXECUTE', 'File', '/usr/local/bin/alpine', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:03:53.186587', 1523538233186586981, 'Subject', 'alpine', 'EVENT_WRITE', 'Netflow', '127.0.0.1:25', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:03:39.176588', 1523538219176587893, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:02:23.436591', 1523538143436590933, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:03:53.156586', 1523538233156586265, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/etc/ssl/cert.pem', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:02:23.466592', 1523538143466592028, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 09:03:53.126586', 1523538233126586190, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/etc/services', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:54.306251', 1523553654306251461, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/home/user/.bash_history', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.636253', 1523553295636252569, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.616251', 1523553295616251047, 'Subject', 'bash', 'EVENT_EXECUTE', 'File', '/usr/local/bin/bash', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.776251', 1523553295776251221, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:54.306251', 1523553654306251461, 'Subject', 'bash', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.626259', 1523553295626259458, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.616251', 1523553295616251047, 'Subject', 'bash', 'EVENT_CLOSE', 'File', '/etc/login.conf', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:53.382498', 1523553653382498180, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/home/user/.profile', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:53.316252', 1523553653316251824, 'Subject', 'sshd', 'EVENT_CLOSE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:53.416243', 1523553653416243043, 'Subject', 'fortune', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 16:00:12.486028', 1523563212486028116, 'Subject', 'top', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 16:01:13.046029', 1523563273046029078, 'Subject', 'top', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:59:11.886032', 1523563151886031874, 'Subject', 'top', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:55:09.936037', 1523562909936036730, 'Subject', 'top', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:53:08.946040', 1523562788946039625, 'Subject', 'top', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 15:52:08.466042', 1523562728466041853, 'Subject', 'top', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:15:06.046251', 1523553306046251403, 'Subject', 'top', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:14:55.646253', 1523553295646253060, 'Subject', 'resizewin', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:53.396245', 1523553653396244621, 'Subject', 'resizewin', 'EVENT_OPEN', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:53.866243', 1523553653866243333, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:54.086246', 1523553654086245712, 'Subject', 'find', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 13:20:54.076243', 1523553654076242841, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/usr/home/user/eraseme', '2018-04-12 09:02:23.386590230~2018-04-12 16:01:13.046029078_0')
('2018-04-12 16:01:13.256027', 1523563273256027346, 'Subject', 'python2.7', 'EVENT_WRITE', 'File', '/var/log/salt/minion', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:14.306043', 1523563274306042914, 'Subject', 'python2.7', 'EVENT_WRITE', 'File', '/var/cache/salt/minion/proc/20180412200113293947', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:14.316044', 1523563274316043855, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.pyc', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:14.306043', 1523563274306042914, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.pyc', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:14.316044', 1523563274316043855, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.py', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:14.306043', 1523563274306042914, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.py', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:13.276029', 1523563273276028888, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/inspectlib', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 16:01:13.276029', 1523563273276028888, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules', '2018-04-12 16:01:13.256027346~2018-04-12 16:01:14.316043855_0')
('2018-04-12 15:53:18.476039', 1523562798476039096, 'Subject', 'ntpd', 'EVENT_SENDTO', 'Netflow', '10.0.4.1:123', '2018-04-12 15:53:18.476039096~2018-04-12 15:53:18.476039096_0')
('2018-04-12 15:52:00.076040', 1523562720076039848, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/debug.log', '2018-04-12 13:15:06.206250727~2018-04-12 15:52:53.536038390_0')
('2018-04-12 15:50:00.046052', 1523562600046051552, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/cron', '2018-04-12 13:15:06.206250727~2018-04-12 15:52:53.536038390_0')
('2018-04-12 13:15:06.206251', 1523553306206250727, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/auth.log', '2018-04-12 13:15:06.206250727~2018-04-12 15:52:53.536038390_0')
('2018-04-12 15:52:53.536038', 1523562773536038390, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/maillog.0', '2018-04-12 13:15:06.206250727~2018-04-12 15:52:53.536038390_0')
('2018-04-12 13:19:18.406257', 1523553558406256575, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/messages', '2018-04-12 13:15:06.206250727~2018-04-12 15:52:53.536038390_0')
('2018-04-12 15:53:32.536040', 1523562812536040338, 'Subject', 'local', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:02:12.826027', 1523563332826026877, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:02:12.826027', 1523563332826026877, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/etc/login.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.056041', 1523563200056040787, 'Subject', 'sh', 'EVENT_EXECUTE', 'File', '/usr/libexec/save-entropy', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.066034', 1523563200066033538, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/etc/defaults/rc.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.016037', 1523563200016037314, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.036035', 1523563200036035136, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/etc/login.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.866035', 1523563258866034541, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 15:55:00.096039', 1523562900096039152, 'Subject', 'sh', 'EVENT_CLOSE', 'File', '/etc/rc.conf.local', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.906027', 1523563258906027024, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/var/run/resolvconf/lock/pid', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.886030', 1523563258886029553, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/sbin/resolvconf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.856029', 1523563258856029300, 'Subject', 'sh', 'EVENT_WRITE', 'File', '/var/run/resolv.conf.vtnet1', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.806029', 1523563258806028996, 'Subject', 'sh', 'EVENT_EXECUTE', 'File', '/sbin/dhclient-script', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:58.936029', 1523563258936028897, 'Subject', 'sh', 'EVENT_OPEN', 'File', '/var/run/resolvconf/metrics', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 15:52:40.886048', 1523562760886048167, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 15:52:41.506039', 1523562761506039059, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 13:14:55.616251', 1523553295616251047, 'Subject', 'bash', 'EVENT_CLOSE', 'File', '/etc/login.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 15:52:40.986042', 1523562760986041865, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 13:20:53.306252', 1523553653306251673, 'Subject', 'sshd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 13:14:55.546253', 1523553295546252631, 'Subject', 'sshd', 'EVENT_CLOSE', 'File', '/etc/login.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:02:37.046026', 1523563357046025583, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 15:52:41.386041', 1523562761386040899, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.076031', 1523563200076031049, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/amd.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.086030', 1523563200086029620, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/pf.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.086030', 1523563200086029620, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/ppp.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.086030', 1523563200086029620, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/ftp.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.096031', 1523563200096031021, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.086030', 1523563200086029620, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/lpr.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.096031', 1523563200096031021, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf.d/sendmail.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.076031', 1523563200076031049, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/newsyslog.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
('2018-04-12 16:00:00.036035', 1523563200036035136, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/login.conf', '2018-04-12 13:14:55.546252631~2018-04-12 16:02:37.046025583_0')
